"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SALL4",114.133954459382,3.94715200879278,0.840792848919878,4.69455944334384,0.000228129189496198,0.00879977795465133
"KIAA1199",890.68376793482,5.86991323964673,0.783473209009614,7.49216842662286,2.55318085849753e-10,1.02608182362083e-07
"HHATL",31.7821878495331,-7.93771180423525,1.68704737588739,-4.70509122487446,1.96420649432902e-05,0.00130051541871647
"GPAM",33944.3562521231,-5.66884537410545,0.86847121813401,-6.5273842768048,3.80930102322071e-08,6.929319050766e-06
"PAPPA2",218.154168545495,-5.84112959196799,0.979397244076583,-5.96400452144957,3.84711293037685e-07,4.88837930513547e-05
"CIDEC",15580.9293209575,-8.86300747275159,1.14081699925936,-7.76900018013898,2.74226268281051e-12,2.61967086140567e-09
"ANO3",369.064260395201,-6.57970786366352,1.00771687766582,-6.52932188543289,1.53866399351342e-08,3.45320161972798e-06
"TNMD",402.84543168172,-5.70622999357025,0.966513002211272,-5.90393505365685,5.60007834516923e-07,6.71898920980335e-05
"NCAPG",996.208528107722,4.02431461114516,0.870405243463339,4.62349536766624,0.000255806735473508,0.00952714697352949
"ROBO3",296.851931823716,-2.05736444608243,0.299084790501487,-6.87886683449454,0.00020363048933158,0.00812687872087537
"SOX17",611.930270129257,-2.98921002467943,0.543753007851174,-5.49736733685818,0.000126948338188251,0.00555609884873417
"HIF3A",592.355616639542,-5.08519452654664,0.846776806753904,-6.00535405078062,7.02108360202252e-07,8.19806390044264e-05
"EBF2",304.128913202178,-3.47615171189459,0.662900621596383,-5.2438504334532,9.37350885022708e-05,0.0044017284358906
"MOSC1",5757.53204345899,-4.00900023176714,0.764473232307832,-5.24413421208295,4.14179349952188e-05,0.00243624410907238
"C1orf135",242.161872159263,3.30884863026487,0.654121117450406,5.05846477356044,0.00020801880258418,0.00822602500562292
"MMP28",798.23773767236,-3.3596018063409,0.649548769863894,-5.17220871197227,0.000140247253268412,0.00598374799963698
"KREMEN2",144.05743383769,6.25534010676484,1.04489474192557,5.98657439431389,2.45830622573847e-07,3.39855919095892e-05
"LRRC2",155.43297310009,-3.92084578145867,0.771884779711534,-5.07957390081452,7.7150430215824e-05,0.00387568774581295
"C14orf139",2097.48116298533,-4.71133212712473,0.684415632939152,-6.88372956487333,2.93643850486413e-08,5.61744759130682e-06
"E2F8",169.946625617653,4.60463256971094,0.938227375399671,4.9078002736271,6.10288869318024e-05,0.00327528010890832
"SHCBP1",457.185524853632,3.68432148509752,0.679035668065858,5.42581436935679,3.8566515059328e-05,0.00229026785821391
"HHIPL2",72.4348685663114,4.53274542583651,1.0173140413716,4.45560096636943,0.000257728804094974,0.00955753532953916
"C7orf58",4035.2311647403,-4.31469141342609,0.745744531365052,-5.7857499880398,4.39851605735796e-06,0.000378162965110462
"FRMD1",205.549084312898,-7.16844505162958,1.10099144275739,-6.51089987918206,1.05563838254829e-08,2.49897080668725e-06
"SVEP1",13960.6182665773,-4.16642646495622,0.81760888183143,-5.09586742211446,5.37986775495562e-05,0.00297979149594192
"PREX2",859.881303447718,-3.5626938637759,0.740741953277669,-4.80962884309648,0.000270458356599914,0.00979830369057257
"ULBP1",143.966093481223,4.4181328262896,0.959186121899276,4.60612672078835,0.000182926306592734,0.00743799883348008
"SLC19A3",9691.6697862441,-7.01663093323846,1.1049289873785,-6.35030034815702,2.58643856223251e-08,5.0791187265841e-06
"ITIH5",13892.67492691,-4.92917827508268,0.6200726848262,-7.94935560895459,1.17413800191039e-10,4.9488484904911e-08
"C12orf39",542.212457025271,-11.0451784248928,1.64357573844704,-6.72021262331911,4.92736410243291e-10,1.7377505929417e-07
"FAM83D",820.935255884436,5.02834152568266,0.825985301308839,6.08768887014678,5.3852028049313e-07,6.60011983489488e-05
"CDT1",464.890294316416,3.73665896525617,0.784866878784465,4.760882470978,0.000244436495175395,0.00930420060159913
"CABLES2",1033.36702127502,2.46327638922571,0.387848058158468,6.35113761023204,8.07101434863792e-05,0.00397365239198894
"KIF18A",357.764069314148,3.8026503090392,0.754518533584832,5.03983684929809,0.000101807718963825,0.00470411548506382
"CDCA3",687.291253864388,4.92713646186938,0.934692460229121,5.27139853108646,1.32560914527069e-05,0.000962514774765664
"NUF2",1156.22081496461,5.81466547601349,1.02429849282649,5.6767295048617,1.29794833341577e-06,0.000136767348474134
"SLC25A18",173.164328485935,-3.38207291578529,0.635907474097313,-5.31849845071602,8.98588341209539e-05,0.00430393604770016
"FGFBP2",523.88371882475,-5.37653625889384,0.929447078374595,-5.78466099252929,1.24619080790638e-06,0.000132697581475019
"ZNF469",1058.496829767,2.27858054745313,0.306359391135758,7.43760633224204,1.50000127978257e-05,0.00104945433667703
"CBX2",1239.9254181864,3.55485299726798,0.736677731597821,4.82551982338012,0.00026210162761902,0.00963697495081764
"AIFM2",3299.44309125529,-3.25122161478717,0.644356801155244,-5.04568526157895,0.000238143367687328,0.00912495684479979
"ATOH8",705.954015961973,-4.67536949801901,0.488328685049698,-9.57422662472345,2.60740932501448e-14,7.50977342426253e-11
"LGALS12",3922.71996114919,-8.15193367434535,1.28803995072815,-6.32894474254227,1.40754914696809e-08,3.24318090783408e-06
"LOC90586",36.3301517837917,-4.65905746235151,0.977620533386776,-4.76571154475562,9.09869212359061e-05,0.00434349443612623
"PKDCC",1559.06157174434,-3.42877656721226,0.699226635765199,-4.903669842983,0.000256841214554175,0.00954510328754987
"PLXNA4",4812.49480674641,-4.16378385786197,0.893597388037701,-4.65957478569341,0.000199686630487551,0.0079879274570726
"CHRDL1",15113.8879146661,-5.239662222166,0.833208030486981,-6.28854023298792,1.80586885242499e-07,2.6902775550652e-05
"TMEM132C",3057.50762254388,-6.9054858352204,1.07645470572358,-6.4150268455361,2.05509721781729e-08,4.33099207574397e-06
"PKHD1L1",107.443851788913,-4.5049962378751,0.715942245912395,-6.2924017455262,4.89928943719101e-07,6.04747291172127e-05
"MYOCD",100.871950429961,-4.52839406018482,0.650837170044568,-6.95779876843039,2.95809114523998e-08,5.61744759130682e-06
"FAM54A",287.528234476117,4.7211436978796,0.967573397819541,4.87936492313539,6.00689111703595e-05,0.00324390891854682
"RPLP0P2",155.500127358575,3.71470696813849,0.570616415692497,6.50998966377499,9.80031639004806e-07,0.000110692331723151
"C1QTNF1",4758.21078461517,-3.14882618494655,0.59453988840983,-5.29624041436223,0.000150598994414805,0.00631675054000544
"GPR146",1656.11078940925,-4.35746832587257,0.651322749565528,-6.69018290667609,1.26919877116098e-07,1.97594810490386e-05
"SLC22A12",31.8006418973712,-8.51839475767383,1.66504797802067,-5.11600558669793,3.16496995798066e-06,0.000283387802299812
"RBP7",2055.21324027919,-3.53279596910742,0.65333216078048,-5.40735047374232,5.29336747816665e-05,0.00294130814759479
"LYPD1",369.747099006147,4.10261015777838,0.872685642851567,4.70113172066494,0.000188816935742391,0.00765949640038557
"MRGPRX2",14.54621967005,-6.2072306548962,1.34142734783526,-4.62733271758114,5.18694352068637e-05,0.00291972543911991
"HRASLS5",3023.96626073891,-5.41335505829277,0.883143417878321,-6.12964434621265,2.90654803408224e-07,3.89364779666474e-05
"GALNTL2",3307.47007410483,-3.62608708047644,0.726964930910498,-4.98798074885798,0.000151688989425027,0.0063470639860869
"TMC2",51.3569197472661,-4.96823173049963,0.804008209044537,-6.1793296070991,3.99603101529965e-07,5.00401536053574e-05
"TWIST2",254.02816697368,-3.12193112885497,0.583822945755975,-5.34739367739731,0.000139235493050958,0.00595576375102378
"KLHL33",11.1394894535964,-4.90567905384504,1.12696303398081,-4.35300795671759,0.000264538704586831,0.00968536727534963
"CCDC78",92.6208975390637,3.82546212046117,0.711576100134964,5.3760407632235,3.58294323776417e-05,0.0021573812575541
"PAQR4",2549.84740572086,3.34006757145707,0.588482834109069,5.67572642371761,3.49770968947247e-05,0.00212083933837803
"HSPB6",17235.1777135703,-5.43622284075075,0.823097166948113,-6.60459428004985,3.52934177211784e-08,6.48835693233707e-06
"IQGAP3",1549.52771468026,4.86831275261504,1.00650996010127,4.83682521345863,6.06999456054095e-05,0.00326777495329309
"ACVR1C",6948.77791672572,-7.20719808116359,1.08277323212598,-6.65623961446903,4.94266746600441e-09,1.26688017794981e-06
"LRRC15",3868.02454216602,3.76801941401423,0.634277648857702,5.94064668808718,6.38381692233836e-06,0.000517928357910466
"COL6A6",920.065194866456,-4.88268451607125,0.804551030753546,-6.06883134746358,6.96854914915709e-07,8.19207468344107e-05
"WBSCR28",13.1415538670173,7.04203817829893,1.58388142702267,4.4460639907473,6.83645358517996e-05,0.00358002286077257
"ADHFE1",953.145354698801,-4.06825785483951,0.69845147505656,-5.82468217210088,5.59131050140263e-06,0.000462313094615975
"PNCK",99.3758555090555,4.57550573366334,0.762997981692629,5.99674683740719,1.39211521049503e-06,0.000143188023017263
"DOCK11",4703.14725836779,-3.49964418324286,0.709289033068031,-4.93401705099703,0.000212418288101888,0.00836173220202445
"TMEM37",3383.8459734587,-4.40338073425791,0.759310235399947,-5.79918527232619,3.69386433757504e-06,0.000322392270796133
"ADAMTS14",154.320791653432,4.21902460607953,0.481147967232492,8.76866347445438,1.11356203638881e-11,7.4013329041673e-09
"E2F7",131.680970495004,3.93596466662575,0.639357701250428,6.15612302616823,2.19453076055969e-06,0.000214004088529123
"A2ML1",586.618175760574,6.62449612676145,1.43771117110921,4.60766825763102,4.58019330400503e-05,0.00265605102303728
"GCOM1",2883.39715773003,-4.49396194651137,0.599068190335826,-7.50158666243345,2.73297326973226e-09,7.37945485535049e-07
"LOC145820",76.569724947926,-3.91289629633403,0.720353009180023,-5.43191497289374,2.63063684093732e-05,0.001683705009194
"CD300LG",3567.45785280873,-7.2000547070556,1.05556517166667,-6.82104231962026,2.13110023667175e-09,5.93992632095555e-07
"KIF18B",348.598178780117,4.89622537493075,1.0339130004449,4.73562608539003,8.21457408496165e-05,0.00402141798193264
"EME1",173.069835938765,3.51026971183515,0.671993424016436,5.22366675979451,9.3650097935067e-05,0.0044017284358906
"NOTUM",14.5063334060697,5.14805665695579,0.99577849159939,5.16988135452407,1.55242159062874e-05,0.00107309590030621
"CILP2",611.48707060857,4.23159578872484,0.703431999676525,6.01564300553679,2.17371451257075e-06,0.00021343159370304
"ENTHD1",28.7752994869762,5.41581266481958,1.19879693828936,4.51770645372831,0.000115053542748383,0.00519122786484283
"SMYD1",481.185389203578,-5.11482503847274,1.13197533611342,-4.51849512555126,0.000138978193562991,0.00595576375102378
"GPBAR1",183.307036880499,-4.53083391804034,0.78161290700548,-5.79677469170628,3.13063768650275e-06,0.000283387802299812
"SGOL1",178.67133804951,4.71662409752993,0.87504037941851,5.39017879456519,1.08145500639305e-05,0.000808312362954405
"SHISA3",75.1661030885326,-3.94857772755018,0.776896659906588,-5.08250058382919,7.3724258341382e-05,0.0037581973699039
"KLB",2421.84907538493,-6.89300254656726,1.00748648515213,-6.8417816498317,2.46953115388284e-09,6.77396315400784e-07
"BTNL9",4908.12673260865,-6.23419716109992,0.729829906492269,-8.54198643498032,3.70078865071752e-13,5.808300568904e-10
"GIMAP8",1796.5824951263,-2.91712675340126,0.544775914219567,-5.35472783810618,0.000216497990634726,0.00846448365646766
"PEBP4",27.3445319589245,-4.13519445388082,0.744685917663035,-5.55293762887022,1.27634729584229e-05,0.000930656439639265
"CDCA2",696.626225758848,5.41392886553717,0.931112499508578,5.8144734050875,1.06601624211506e-06,0.000117336475668728
"C14orf49",706.492536639706,-4.18616787667669,0.751556454750791,-5.56999790263897,1.12046114926658e-05,0.00082991245623877
"LGI4",478.301997515704,-3.42855058412682,0.675257135881816,-5.07740000355492,0.00016127456061125,0.00669948481231493
"ZNF676",76.2961429563809,-3.56483597569484,0.552178769029476,-6.45594538515215,1.70089555997467e-06,0.000170890559139083
"XIRP1",48.0048506269497,3.95100315244526,0.63521327595955,6.21996312415998,1.69471877087006e-06,0.000170890559139083
"COL22A1",870.714078846153,7.05722826944558,1.22911336617041,5.74172282531922,4.15133403038211e-07,5.16109376827578e-05
"C10orf128",138.466634458515,-3.30353679195712,0.593901379646325,-5.56243326783382,5.25184375855801e-05,0.00292869452164118
"LCTL",96.6476002502927,6.41325495618261,1.43228107603352,4.47765111436305,7.86965595276094e-05,0.00391917938097008
"ALG1L",90.0328762712346,4.19259910841109,0.643064371868249,6.51971916315412,3.44098978393184e-07,4.40472181156489e-05
"CXorf61",246.443278745242,11.5313725783705,3.02631989603307,3.81036142064358,0.000268080282360003,0.00977231088000893
"AQPEP",1292.40875668257,-8.24474236096355,1.0393089688831,-7.93290792999102,1.57650157115842e-12,1.81623491007924e-09
"PLAC9",1049.03146449894,-4.07821627081897,0.782092542875656,-5.21449323097224,4.14475879906997e-05,0.00243624410907238
"SKA1",337.033093293386,4.59642387202192,0.911841388181459,5.04081513692733,4.00449906759355e-05,0.00236992288996863
"HEPACAM",637.771841371337,-9.16453643756564,1.16054020382019,-7.89678496910181,9.95468365227806e-13,1.22876348710727e-09
"LRRN4CL",1212.75431941961,-4.27280173891734,0.764425421942216,-5.5895599704955,9.28656732649146e-06,0.000716433794504906
"SKA3",650.741679826701,5.12379202314367,0.983197653998517,5.21135501321222,1.36880935987285e-05,0.000977454320163747
"C7orf41",12247.8467911678,-3.9177317909903,0.663955342740292,-5.90059532440984,5.55216858976873e-06,0.000462313094615975
"NKAPL",74.7934304969355,-2.99183643290694,0.572066576509041,-5.22987455614731,0.000249003342468292,0.00939769926031461
"EBF3",1234.81715847265,-3.88064940352716,0.691878171727362,-5.60886231435605,1.5668849768607e-05,0.00107449759067975
"ANGPTL5",74.9640133689252,-6.333246851868,1.13838253895101,-5.56337315021007,1.40031108673789e-06,0.000143188023017263
"CNIH2",175.468420589211,5.02747934735233,0.901183360301119,5.57875296950941,3.92746532955927e-06,0.000341057931457858
"MAMDC2",1594.10485145119,-3.60022558159691,0.603470885481304,-5.96586458139652,8.20773648521089e-06,0.00063890943333752
"ASPM",1365.88167007655,4.86922780943971,1.0203442167781,4.77214231175344,7.4699520334564e-05,0.00379671297324
"P4HA3",352.83038154661,3.34834789740759,0.639485082195216,5.23600626603114,0.000120213039461435,0.00538186926148459
"LOC283392",1201.11081204521,-8.99908329896077,1.39849783464068,-6.4348210458781,5.33391128298569e-09,1.31679029830394e-06
"TMEM145",57.285103932839,5.08676199453465,0.806899630421633,6.30408269226327,2.04445617550231e-07,2.91985513792193e-05
"SEC14L4",39.6429999130534,5.68216100170243,1.21995345501246,4.65768671612507,6.20460373883105e-05,0.00331955904677211
"CCDC141",69.6273217013209,-3.98191749375744,0.652944865994673,-6.09839773790324,2.47524673421116e-06,0.000236324523833718
"IGSF10",1983.53310364598,-3.42293957940345,0.575220695955249,-5.95065442441895,1.26452638082106e-05,0.000925944084193592
"SCARA5",3133.71284520062,-6.23680419480845,1.26628749784794,-4.92526713357586,1.77102170302722e-05,0.0011908570447476
"TUSC5",10954.1613489752,-7.83488861202446,1.32444055052848,-5.91562120995025,1.23102126287628e-07,1.93393440397864e-05
"TRIM59",533.466834412887,2.80511138638346,0.483037499441458,5.80723316435483,9.3114269515144e-05,0.00439646910243498
"GPIHBP1",1022.84742097776,-3.86968195986523,0.775130424432117,-4.99229786097001,0.000106872383219836,0.00487059337538831
"GPR109A",1586.85171010638,-3.78078511477939,0.800916217631498,-4.72057505085873,0.000258294547043792,0.00955800442711729
"GPR120",86.4188679537194,-4.73879550760217,0.980798437658119,-4.8315691845076,6.89281932297659e-05,0.00359863476496551
"VSX2",12.3141446287328,-5.96477379916675,1.43020469513327,-4.17057349864938,0.000259460839408693,0.00956107185521617
"C11orf53",44.4453318865253,-3.85765930514489,0.693674215747263,-5.56119748661727,1.8976653458956e-05,0.00126616041862633
"GLDN",1244.78662260015,-5.21987137384594,0.832941852502429,-6.26678964223463,2.02890482267248e-07,2.91985513792193e-05
"HSD17B13",503.417901109932,-7.11263319452383,0.879517649870807,-8.08697039288365,1.82664411898341e-12,1.97288981375952e-09
"PLCXD3",286.734959822545,-4.0776882255935,0.830964634396021,-4.90717421272366,0.000106216814721262,0.00485590681269345
"BMP8A",517.322272899784,3.36837604464297,0.617501731579421,5.45484469497352,6.26759630048722e-05,0.00333711378071368
"PTCHD3",100.409826945295,-9.60029598743223,1.61986205621864,-5.92661328819746,5.50605037643751e-08,9.80928418095017e-06
"C18orf34",117.799310698478,-3.63454295459708,0.655045999679626,-5.54853087626622,2.88627683995599e-05,0.0018203558420175
"FAM89A",1585.541455274,-3.35330019916327,0.674838534917108,-4.96904077888078,0.000244048743270051,0.00930420060159913
"CENPW",2017.14909178613,4.92550571499436,1.0596590712795,4.64819850883455,0.00010591580228675,0.00485498933505924
"SLC16A12",74.2169308695727,-3.77390757066862,0.683829015754971,-5.51878829900498,2.49137715719999e-05,0.0016005014369358
"LOC388152",740.823378315342,2.6144878481016,0.430946596703342,6.06684881166698,8.9703926632881e-05,0.00430393604770016
"MUSTN1",170.601604831968,-3.44198568247359,0.646776358211969,-5.3217555632198,7.98031388404909e-05,0.00394022297800721
"TMEM195",80.6720451873281,-4.54635417289346,0.931529648401441,-4.88052546764912,7.03263330254683e-05,0.00363895345610665
"FAM180B",119.353098532625,-5.20064954911303,1.02355413431271,-5.08097166018985,2.03054880492235e-05,0.00133930969075814
"C14orf180",1156.54750790892,-8.58399024031518,1.16737152647779,-7.35326333186736,4.10674931905392e-11,2.13791662741595e-08
"DEFB132",960.134405379676,-7.16317279447513,1.77461413441903,-4.03646779068408,0.000259483982414003,0.00956107185521617
"KLHL31",1289.07102542231,-4.34174688984326,0.8392835633278,-5.17315848844701,3.42170377573538e-05,0.00208205855452405
"PRRT4",440.691300217335,-5.37933719216518,0.932609121775596,-5.76805123021255,1.32789115147517e-06,0.000139074466597833
"TMEM215",58.6881366479424,8.01439658321502,1.45901554069762,5.49301659897534,7.6400121701397e-07,8.86087585987813e-05
"LOC415056",12.7870582783919,-7.20545529764789,1.76062368636173,-4.09255842316748,0.000213655968462056,0.00839133816134723
"MAP1LC3C",296.866511724756,-5.65844862839845,0.733380133542366,-7.71557391535419,1.06249684613814e-10,4.59025199952829e-08
"LOC572558",16.9787530158465,-5.65024130316942,1.18567910954505,-4.76540512326093,4.39174780487451e-05,0.00256397952081204
"HEPN1",428.686637811684,-6.90443996025395,1.12844828764161,-6.11852579854044,8.36840369785683e-08,1.37727985050156e-05
"PGA3",35.9926378433946,-5.15983346595541,1.08739730068544,-4.74512256256561,6.52620247852794e-05,0.00342794240217147
"UCA1",127.912227127516,6.27831022356381,1.24523295943441,5.04187604094212,1.12377475122894e-05,0.00082991245623877
"C2orf84",59.3234839523791,-4.2271625152,0.877105951292586,-4.8194434309452,0.000116924876414828,0.00526192393053291
"ABCC6P1",35.6026715884565,-3.42528017289132,0.636388093980795,-5.3823762658179,6.92006211269308e-05,0.00360197570389907
"PLIN4",91672.8683243735,-7.93708858854509,1.0918184536969,-7.26960472381659,1.05097377113212e-10,4.59025199952829e-08
"PRCD",63.2785858831323,-3.55029072924601,0.698693702148621,-5.08132636422537,0.000131077299787009,0.00572006772126088
"TLX1NB",21.4721246918879,7.16932546405507,1.7039001452842,4.20759719042061,0.000147714243781828,0.00622597523608236
